FID,OBJECTID,SHAPE,INFORMATION,RECHTSGRUNDLAGE,ZONE,ART,SE_ANNO_CAD_DATA
NATIONALPARKOGD_B.264124,264124,"POLYGON ((16.55631878992118 48.15184949772695, 16.555393816613226 48.15167309033641, 16.55572901076464 48.15084674714082, 16.555837801016136 48.15083052215049, 16.55617626994452 48.15088945541319, 16.55701604488673 48.15103595562677, 16.556921372559426 48.15127614214266, 16.556682447461636 48.151882246663924, 16.556669032600094 48.15191627612664, 16.55631878992118 48.15184949772695))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-ag.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Außenzone-Sonderbereich Grundwasserwerk,AG,
NATIONALPARKOGD_B.264122,264122,"POLYGON ((16.547347865727048 48.15258299162136, 16.547309455471453 48.15256030012016, 16.547316630740653 48.1525566266589, 16.547301690790302 48.152485831764594, 16.54705338255794 48.152500623018696, 16.54686644079599 48.152469489307215, 16.54681797751076 48.15251566887884, 16.54680431380931 48.152526656771755, 16.54674041680305 48.15264396573013, 16.546583397364884 48.1526996161601, 16.546098881234908 48.15240147457837, 16.54685080659567 48.15173656288387, 16.547358160949738 48.151115938297714, 16.547744781546406 48.15091147461131, 16.548632263649075 48.15092950569349, 16.549042379944215 48.151598191172695, 16.549088641507193 48.15163773001796, 16.548991406569666 48.15165420601119, 16.548874041215605 48.1517752754581, 16.548748828936684 48.15185138373224, 16.54841993774612 48.15197649507169, 16.548302285288315 48.15206102462256, 16.54814360300713 48.152201559156836, 16.548008924319703 48.15223131455303, 16.547832123962333 48.152345747479195, 16.547625742901552 48.152260969713545, 16.54748704916188 48.15229494974943, 16.5475474776834 48.15247892275404, 16.547403710205536 48.15255393951508, 16.547347865727048 48.15258299162136))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-nm.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Naturzone mit Managementmaßnahmen,NM,
NATIONALPARKOGD_B.264123,264123,"POLYGON ((16.55914071048681 48.15191741585911, 16.55903168231572 48.15191313068201, 16.55891016518858 48.15196703836865, 16.558780086801274 48.1518500985197, 16.55871829282471 48.151794576558956, 16.558644358387905 48.15172867280146, 16.558548835470017 48.15170525022663, 16.558508226977604 48.151669355536214, 16.558166955748504 48.15147356529037, 16.55809839571969 48.15137589539872, 16.558059849541586 48.151288284999346, 16.557959723116753 48.15122552506441, 16.557927058113417 48.151189614835616, 16.55790592294223 48.151122205745565, 16.55789468595429 48.15097524066503, 16.557796281037092 48.15078151658739, 16.557771526129446 48.15068488616885, 16.55782116792859 48.15060609891325, 16.55790313789073 48.150538212119045, 16.558078092215727 48.150684852207476, 16.55817356592798 48.1507658954525, 16.558480747543527 48.150970457180385, 16.558649798759436 48.15102549289479, 16.559212515764735 48.150623641977596, 16.559290065947778 48.15056588025345, 16.55964849348849 48.150290321060645, 16.559718806188034 48.15026208019234, 16.560176383667265 48.15031374614909, 16.560135629865226 48.15055636635429, 16.560141766500692 48.150762076521445, 16.560167762362507 48.1515472502826, 16.560112511411795 48.15157181078396, 16.56010189785212 48.15157576154413, 16.559584089568915 48.151676541181814, 16.55944593294805 48.151736111599135, 16.559327783205376 48.151856626672156, 16.55914071048681 48.15191741585911))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-nm.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Naturzone mit Managementmaßnahmen,NM,
NATIONALPARKOGD_B.264068,264068,"POLYGON ((16.476000346805584 48.194637998305346, 16.476016946357255 48.19463348148655, 16.476084986560842 48.19452688269614, 16.476138603539972 48.19444362990469, 16.47615305833505 48.19442703775123, 16.476221285342465 48.19438423672291, 16.47623549557152 48.19437662910788, 16.4763314583406 48.194329018796374, 16.47650299686546 48.194270065601266, 16.476288935503547 48.194125031917714, 16.476181985479048 48.1940844138656, 16.476109687200555 48.19415335419873, 16.4760983240646 48.19418399902455, 16.47604091338773 48.194207676174194, 16.476026155515402 48.194216687377924, 16.475962006863462 48.19423082186155, 16.475922653824174 48.194232272666504, 16.475910292608955 48.19425701911863, 16.47590833630083 48.19429439742047, 16.47592086648621 48.19433176710127, 16.475947876272535 48.19436658307664, 16.47594587013646 48.19439552577609, 16.475910790231882 48.19443997707307, 16.4758404560222 48.19446479398951, 16.475831598058036 48.19446705306484, 16.47570764494412 48.194252768709454, 16.475485980125903 48.19430390340838, 16.47514803793561 48.19438187928616, 16.474969230303802 48.194195485549, 16.47488885055377 48.19411155871078, 16.474760265208012 48.19394842349573, 16.474720350071834 48.193900978295105, 16.474681032147164 48.193855501881124, 16.47452169356278 48.193919770670455, 16.47440907265022 48.193965429991565, 16.474323648494938 48.19387587905114, 16.474168204431923 48.1937026670429, 16.474106016087834 48.19363529235749, 16.474102328240928 48.19362939721461, 16.47402536192594 48.19354348715426, 16.473827561187214 48.19362523002204, 16.47382518344653 48.19362635702559, 16.473703721378946 48.193690579311706, 16.47369258587926 48.19369621341491, 16.47368663554466 48.19369931421106, 16.473426421962028 48.19383620567948, 16.473031389131723 48.19345249433136, 16.472912216833286 48.19352317919972, 16.47284500298606 48.19356317117292, 16.472794265976955 48.193608197724494, 16.47285014571155 48.19366602080254, 16.472797507591906 48.19368913307736, 16.47258479350707 48.19378324825058, 16.472567824782587 48.19379057989828, 16.47211699645904 48.1936778531251, 16.472046425836666 48.19377124149615, 16.472043029597714 48.193768718409466, 16.47202714009556 48.19375692906272, 16.471949054246817 48.19369913182234, 16.470846713121176 48.19289074896002, 16.470843856499926 48.19288879177971, 16.470795748240825 48.19292622407419, 16.470572210135284 48.19309903911696, 16.470517074153523 48.19305695223774, 16.470283327227733 48.192782085865055, 16.47027882013627 48.19277647034536, 16.469999499062272 48.192426625894385, 16.469993871983437 48.19241959972761, 16.46991474139244 48.192320487332196, 16.46975689712031 48.19218914466923, 16.472481371509435 48.19076670306509, 16.47329894034836 48.190304826414355, 16.473477360378812 48.19018741335067, 16.475251988288978 48.189021219968296, 16.475998375784272 48.18831884055653, 16.476624795625128 48.187755998331276, 16.47717965058131 48.18752542432923, 16.477010293006284 48.18740984383666, 16.47773384772746 48.18676003751676, 16.479117592095175 48.18585394484739, 16.48011688247706 48.18520321347452, 16.480261035120524 48.185102137463396, 16.480611833202655 48.18483779892078, 16.4805055126277 48.18509705526945, 16.48048176803817 48.185146826801876, 16.48045931444628 48.185196596708145, 16.480438179560405 48.18524665273856, 16.48041834991037 48.1852969859174, 16.48039982549971 48.185347596245386, 16.48038263322884 48.18539848368937, 16.48036675887079 48.1854493694768, 16.480352243582182 48.18550054134079, 16.48033904697098 48.185551981346094, 16.48032719520637 48.18560342865584, 16.480316689049097 48.18565515306716, 16.480306192273357 48.185715025356956, 16.480247441211816 48.18572184396737, 16.480514149852407 48.18606550140871, 16.480783073231514 48.1863824634384, 16.480987596954826 48.18670539657072, 16.481354595884497 48.18736509248372, 16.4815622882721 48.187284178413705, 16.481818701343315 48.18773801313473, 16.48196124052547 48.188062425944246, 16.482118372139247 48.1884098787318, 16.482363025798552 48.18869763069176, 16.48258498264577 48.1893735238411, 16.482692211021032 48.18971625491987, 16.482768275153536 48.190025022151005, 16.482832224740392 48.19042429486358, 16.483171103630838 48.191016013487214, 16.483281843349936 48.191455138065194, 16.482969856092975 48.19185067335203, 16.48274927179251 48.19222726836083, 16.48254388149828 48.192414418802834, 16.482300537713975 48.192546542487925, 16.482084392550004 48.192878721876994, 16.481718731218535 48.193325754170814, 16.48113889389444 48.19385568555169, 16.4808036691659 48.19413040186713, 16.480335743391734 48.19457109216407, 16.480289505683093 48.194582958282645, 16.478905185673476 48.19493767063345, 16.478664424471216 48.19518415941666, 16.477087730810187 48.19529542527213, 16.476556224259262 48.19532445839713, 16.476572926180435 48.19515553590189, 16.476237339093142 48.19513178052879, 16.47625723129456 48.194741386574016, 16.476000346805584 48.194637998305346))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-nm.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Naturzone mit Managementmaßnahmen,NM,
NATIONALPARKOGD_B.264069,264069,"POLYGON ((16.49458108051039 48.19432807630516, 16.49459037192678 48.19433143596558, 16.4945995323032 48.19433591996146, 16.49460708291699 48.194341809121916, 16.49461382909411 48.19434854475583, 16.494618826674504 48.19435528279998, 16.494623017210632 48.19436202195654, 16.494627212962204 48.19437045183578, 16.494631412154455 48.1943799968725, 16.494634676756625 48.19439180050205, 16.494638081914818 48.1944055644651, 16.494642193426706 48.1944302902195, 16.494294149580067 48.1944510043768, 16.49420659449859 48.19445421847566, 16.494117285606407 48.194455744188, 16.49403389334086 48.19445670412332, 16.493920509245562 48.19445882032902, 16.49347615413065 48.19456651192207, 16.4931454401246 48.19462457480498, 16.49289243946308 48.19462801374612, 16.491889040489063 48.194507123416706, 16.491682147624243 48.19450093739705, 16.491517646315582 48.1944573177909, 16.491348604569584 48.19420180524387, 16.49117263567242 48.19387884344532, 16.490896253706683 48.193754713356135, 16.490992061807553 48.19376779541533, 16.49104723810971 48.1937772808968, 16.49113431353728 48.19379373807852, 16.49116432875109 48.19380044253959, 16.491185595157045 48.19380519826543, 16.491195597430703 48.19380799066722, 16.491221268952362 48.193814979762834, 16.49129736374074 48.19382977889016, 16.491396227193714 48.19384791069257, 16.49149715702947 48.19386435788036, 16.49159762040139 48.193882208556666, 16.491697629923948 48.19390118391497, 16.491854885991177 48.193933571524894, 16.491862558802 48.19393552165889, 16.491930677023717 48.19395454001065, 16.49213853855606 48.19401468374104, 16.49223869775546 48.194042930461116, 16.492335355622565 48.194069778905025, 16.49241451316972 48.19409187564604, 16.492475899614934 48.19410865451418, 16.49249542107176 48.194114527532996, 16.49254509607271 48.1941282376095, 16.49259975040669 48.194142777259366, 16.49264686807547 48.19415591520477, 16.492685502424127 48.19416598000047, 16.492723463402818 48.19417576690978, 16.492838670052926 48.194198093040434, 16.492937990378525 48.19421566531214, 16.493015368928734 48.19422764666479, 16.493061663452718 48.194235452568996, 16.493105537710985 48.19424354054992, 16.49314079749771 48.194249670758886, 16.493320214378194 48.19428821344738, 16.493361389988916 48.19429349912797, 16.49339758451221 48.194297379668505, 16.493455709783376 48.19430319970852, 16.49350952997508 48.194308746822095, 16.493568458900246 48.19431345054257, 16.493624966673824 48.194318148556526, 16.493679588761108 48.19432200376185, 16.493715915271174 48.19432504764948, 16.493773086146295 48.19432665999861, 16.49384155477273 48.194327969037396, 16.49390208831513 48.194329567716075, 16.493966118228084 48.19433089176533, 16.494040234439755 48.19433162635749, 16.49428450269298 48.194332135944485, 16.49434852134988 48.19432979954557, 16.494388867538397 48.19432777449148, 16.494436879792463 48.19432546007662, 16.494469693582055 48.19432345435941, 16.49452295333888 48.194321690262285, 16.494547436307787 48.194322501892934, 16.49456169756742 48.19432360639597, 16.494570982050252 48.19432471775625, 16.49458108051039 48.19432807630516))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-nm.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Naturzone mit Managementmaßnahmen,NM,
NATIONALPARKOGD_B.264070,264070,"POLYGON ((16.475831598058036 48.19446705306484, 16.4758404560222 48.19446479398951, 16.475910790231882 48.19443997707307, 16.47594587013646 48.19439552577609, 16.475947876272535 48.19436658307664, 16.47592086648621 48.19433176710127, 16.47590833630083 48.19429439742047, 16.475910292608955 48.19425701911863, 16.475922653824174 48.194232272666504, 16.475962006863462 48.19423082186155, 16.476026155515402 48.194216687377924, 16.47604091338773 48.194207676174194, 16.4760983240646 48.19418399902455, 16.476109687200555 48.19415335419873, 16.476181985479048 48.1940844138656, 16.476288935503547 48.194125031917714, 16.47650299686546 48.194270065601266, 16.4763314583406 48.194329018796374, 16.47623549557152 48.19437662910788, 16.476221285342465 48.19438423672291, 16.47615305833505 48.19442703775123, 16.476138603539972 48.19444362990469, 16.476084986560842 48.19452688269614, 16.476016946357255 48.19463348148655, 16.476000346805584 48.194637998305346, 16.475913452968946 48.19460297638124, 16.475832246752233 48.19446817643207, 16.475831598058036 48.19446705306484))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-aa.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Außenzone-Verwaltungszonen (I-V),AV,
NATIONALPARKOGD_B.264071,264071,"POLYGON ((16.490594977314878 48.19371606087962, 16.49031091467106 48.193765905046696, 16.49028106948498 48.193770999273134, 16.490231329202818 48.19378005920329, 16.490187107023928 48.19379023587314, 16.490147725378034 48.193799848459925, 16.490113952598016 48.1938094445275, 16.4900994780837 48.193813402955534, 16.490083027996306 48.1938179216086, 16.490066698961613 48.1938224400972, 16.490050491814607 48.19382723721089, 16.49003439310444 48.19383231296775, 16.490018442374893 48.19383739751751, 16.490002626983156 48.1938427606745, 16.48998694606747 48.1938481146561, 16.489971428278977 48.193854043985, 16.489956044131837 48.19385968534909, 16.48994083650829 48.19386588405618, 16.489925763414313 48.19387209157453, 16.489910879432895 48.1938785686353, 16.489896143431654 48.193885054489435, 16.48988159656969 48.193891818879344, 16.489867225396196 48.193898861823065, 16.489853029104022 48.19390591352437, 16.48983902192391 48.19391323476844, 16.48982521652639 48.19392056473428, 16.489811600240813 48.193928164243, 16.489798185737854 48.19393577247363, 16.489784973824246 48.19394365922252, 16.489771964499877 48.19395182448973, 16.489759170408743 48.19395999846108, 16.4897466049479 48.193968163132254, 16.489734242936365 48.19397689410467, 16.489722108721853 48.19398533698757, 16.489710204024682 48.193994067346395, 16.489698528817904 48.19400307618802, 16.489680024841967 48.194017993718305, 16.489655766473145 48.19403826091798, 16.489630982675877 48.19405825002342, 16.489605686873745 48.19407795202309, 16.48957986650204 48.19409766371057, 16.489553546743267 48.19411680948416, 16.489526741907433 48.19413567710834, 16.4894994376849 48.19415397881797, 16.489471649217247 48.19417228116695, 16.489443389122975 48.194190305347504, 16.48941467002128 48.194207772551856, 16.489372239482375 48.194232560541515, 16.489365513216516 48.1942367783458, 16.489358678539304 48.194240726496794, 16.489351762298647 48.194244386972294, 16.489344725858377 48.19424833539137, 16.48933760785469 48.19425199613491, 16.48933038224411 48.19425565702137, 16.489323061646303 48.19425903924338, 16.489315660343124 48.194262421572425, 16.48930817833455 48.19426580400856, 16.489300588719082 48.19426918658755, 16.48929293101804 48.194272290466174, 16.48928517916089 48.19427539446972, 16.489277360022303 48.19427848956911, 16.489269445923647 48.194281314997134, 16.48926147799434 48.19428413150307, 16.4892534151051 48.19428667833754, 16.4892452992159 48.19428949503942, 16.489237115241515 48.1942920330408, 16.489228863182078 48.19429429234169, 16.489220558176203 48.19429683949632, 16.489212184201335 48.19429881117451, 16.489203757279988 48.19430107070642, 16.48919526227384 48.194303051537794, 16.489186726914788 48.19430503242223, 16.489178151202825 48.194307013359754, 16.489169507379483 48.1943087066035, 16.489160850131597 48.194310408857696, 16.4891521247725 48.19431182341809, 16.48914337251142 48.19431323801361, 16.489134579897605 48.19431465266214, 16.489125746101095 48.194315788574265, 16.489116885402684 48.19431692452146, 16.48910801125313 48.194318060485905, 16.4890990959211 48.19431891771385, 16.489090167138034 48.19431977495903, 16.48908121059668 48.19432034445661, 16.489072240631128 48.19432092296459, 16.48906325718785 48.194321492496556, 16.48905425949082 48.19432179224941, 16.489045261766925 48.194322083008366, 16.489036250592168 48.19432237378453, 16.489027225137118 48.19432238578839, 16.489018213132834 48.19432239777364, 16.48900920112853 48.194322409758186, 16.48900018829494 48.19432214295253, 16.488991188056204 48.194321588345595, 16.48897826022474 48.19432104795316, 16.48896512977641 48.19432022004478, 16.488952039680772 48.194319392081226, 16.488939001730643 48.19431800646576, 16.488932529405652 48.194317169703524, 16.488919611684526 48.19431550513544, 16.488913205785092 48.19431438949327, 16.488900447790083 48.19431215813633, 16.488887836925745 48.19430964779188, 16.48887534626405 48.19430684950256, 16.48886915475007 48.19430545478248, 16.48885690454685 48.194302098590484, 16.488844828376497 48.19429846337538, 16.488832967393055 48.194294818879996, 16.48882709704287 48.19429286614988, 16.48881553032179 48.19428866368065, 16.48880773315026 48.19428558035974, 16.488772800932434 48.194276354710816, 16.488737627441687 48.19426740816209, 16.488702226955986 48.194259019485074, 16.488666612124227 48.194250918865364, 16.488630797197235 48.194243376081225, 16.48859478137355 48.19423612133619, 16.48855859235429 48.19422942439066, 16.48852222931168 48.19422300645501, 16.488485706549053 48.194217155293984, 16.488449023212322 48.194211583124655, 16.488395629076763 48.1942043423477, 16.488301847858327 48.19418535587409, 16.48820857368457 48.19416496570698, 16.488115834288426 48.19414345060152, 16.488023684302085 48.194121089277395, 16.487932122905868 48.19409760294654, 16.48776231653958 48.19405061250276, 16.487200943104984 48.193888070200074, 16.48719510055743 48.19388638714736, 16.487183549996278 48.193883029857474, 16.487172186926216 48.193879393529535, 16.48716101216669 48.19387575695305, 16.48715003750339 48.19387155353819, 16.48713929068348 48.19386707103238, 16.48712878597688 48.193862588207566, 16.48711852171893 48.19385753849152, 16.487108513051417 48.19385249743216, 16.487098786003706 48.19384716821824, 16.487094030508306 48.193844647361026, 16.487084732245908 48.19383876000161, 16.487075729873 48.193832863259736, 16.487067036892913 48.19382697510418, 16.48705866506591 48.19382051995187, 16.48705209977049 48.19381547436692, 16.487049901535606 48.19381350773192, 16.487047781548586 48.193810704622344, 16.48702306871547 48.193777291181355, 16.487005626658704 48.193746395295065, 16.48698694933433 48.19370707435581, 16.48697150844018 48.193670564052674, 16.48695507158018 48.193615501987956, 16.486944171756498 48.19356802295622, 16.4869266746776 48.19347249267048, 16.48691652750858 48.19340645958106, 16.486910361825352 48.193367967581175, 16.486901615810428 48.19332104329981, 16.486894096843184 48.1932797381872, 16.486886048126237 48.19324124865457, 16.486868234297113 48.19317522561159, 16.48685248507798 48.193125225823636, 16.486826567299165 48.19304769304835, 16.486797787102866 48.19295723172874, 16.486786898268655 48.19291340392055, 16.48677816810312 48.19287182159401, 16.486773356692858 48.19283642148554, 16.486770706387524 48.19280410322863, 16.486768859811573 48.192770659762424, 16.486768926783046 48.192747618975595, 16.48677100057657 48.192720915307476, 16.48677590389256 48.192695898661924, 16.486784421471075 48.192664968716336, 16.487006886548837 48.19252612700075, 16.487457759694497 48.192303796878434, 16.48750421925753 48.19232284636516, 16.487582876249952 48.192359273341424, 16.487731457875125 48.19243552010867, 16.487836691894643 48.19249890059647, 16.487937054981447 48.19255243981344, 16.488118548704985 48.19265984018843, 16.488256927769292 48.19275128036216, 16.48827776856919 48.19273972343945, 16.488349850980068 48.19269944619085, 16.488667748133214 48.19253995227134, 16.48895427071597 48.19242350489021, 16.48917300250128 48.19233412680163, 16.489351963616688 48.19225912755241, 16.489854374487017 48.19209377248381, 16.489902720272596 48.19211365485193, 16.489946898262524 48.19213411834404, 16.48999996851382 48.19215961513002, 16.490037960328756 48.192180365657265, 16.490179537482902 48.192252122016704, 16.49041901884668 48.192363937672624, 16.490358572894433 48.19248036442641, 16.49036564847819 48.192641954599495, 16.490249997033253 48.19278375334585, 16.490129548668893 48.19285108531933, 16.48992528137913 48.19291093902698, 16.48972163056357 48.19299720471339, 16.489588279742712 48.19302323837831, 16.489463039634334 48.19301778470718, 16.489262750141414 48.19296858881267, 16.489133330728166 48.193005012906504, 16.48887553396574 48.19311187173062, 16.488849229759573 48.19312259065359, 16.48908231363937 48.19326280026147, 16.48918268037188 48.193316626163536, 16.489284251159898 48.193368202061926, 16.48940008723532 48.19342228595465, 16.489525612124055 48.19347775974919, 16.489618117992595 48.193511360954226, 16.489727169850216 48.193545506554024, 16.489781019097823 48.19356117277646, 16.48986932450979 48.19358438320056, 16.48996314303716 48.19360701960529, 16.49008669497853 48.19363214322092, 16.49020350659942 48.19365222153307, 16.490594977314878 48.19371606087962))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-nm.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Naturzone mit Managementmaßnahmen,NM,
NATIONALPARKOGD_B.264066,264066,"POLYGON ((16.495834342857012 48.1970625362879, 16.495218634529888 48.19739107665761, 16.494944614964115 48.19562063229404, 16.49556318898042 48.19538960304987, 16.495875295563057 48.195273102994236, 16.496151527785646 48.195169863103686, 16.4962023137942 48.19515096054968, 16.49642154465498 48.19501491106746, 16.496788850433973 48.19478676135836, 16.497091847651625 48.19459831576568, 16.497665722282267 48.19414672443839, 16.49782700710894 48.19402171642203, 16.497995696118068 48.193941663980645, 16.49849370120356 48.19370517680123, 16.49913178026801 48.19340215474689, 16.49950694214662 48.19582192920164, 16.499398788785633 48.19594714288228, 16.499235666397553 48.19600245803885, 16.499006078714952 48.195967934722105, 16.498823612560294 48.1958616771205, 16.498813942779456 48.195798459314254, 16.498611051247842 48.19570684429407, 16.498289289370046 48.19564828493497, 16.498263762136677 48.1956663074249, 16.498025062026947 48.19583414296424, 16.497939518415503 48.19589159531896, 16.497836296546485 48.19596087161087, 16.497622388842593 48.19610872441821, 16.497353222348778 48.19625242750645, 16.497051945146033 48.19641304623364, 16.496680822400005 48.19661112864702, 16.49641069648882 48.19675511863809, 16.496137024020197 48.19690108244631, 16.495834342857012 48.1970625362879))",http://www.wien.gv.at/umweltschutz/umweltgut/np-donau-ag.html,http://www.magwien.gv.at/recht/landesrecht-wien/rechtsvorschriften/html/l4900000.htm,Außenzone-Sonderbereich Ackerflächen,AA,
