FID,OBJECTID,SHAPE,NATNR,ARTBEZ,WISSBEZ,BEZ,ADRESSE,ND_TYP,OBJEKTART,SE_ANNO_CAD_DATA
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c15,1713552,POINT (16.436845735615368 48.295733567130036),757,Fichten (Schlafplatz von Waldohreulen),Picea abies,21,"21., Stammersdorfer Friedhof ",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c16,1713553,POINT (16.436845735615368 48.295733567130036),757,Fichten (Schlafplatz von Waldohreulen),Picea abies,21,"21., Stammersdorfer Friedhof ",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c17,1713554,POINT (16.39857263498581 48.255108329874844),758,Platane,Platanus x hybrida,21,"21., Leopold-Ferstl-Gasse 9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c18,1713555,POINT (16.334689905258347 48.236901174739074),759,Kastanienblättrige Eiche,Quercus castaneifolia,18,"18., Dänenstraße 2A",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c19,1713556,POINT (16.317134199062043 48.251717020423825),760,Europäische Lärche,Larix decidua,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1a,1713557,POINT (16.3171597632479 48.251773591568316),760,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1b,1713558,POINT (16.317362424460413 48.2517736248227),760,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1c,1713559,POINT (16.31737169718954 48.25182479736849),760,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1d,1713560,POINT (16.317418008511954 48.251855741355165),760,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1e,1713561,POINT (16.317426530093456 48.25175133225116),760,Schwarzkiefer,Pinus nigra,19,"19., Sieveringer Straße 201",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c1f,1713562,POINT (16.352582175815616 48.217104645636205),762,Judasbaum,Cercis siliquastrum,9,"9., Alser Straße 4",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c20,1713563,POINT (16.409698567652043 48.17741626187957),763,Stieleiche,Quercus robur,11,"11., Hauffgasse 10",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c21,1713564,POINT (16.423683007305847 48.17279776928621),764,Holländische Ulme ,Ulmus x hollandica,11,"11., Ravelinstraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c22,1713565,POINT (16.368987647739296 48.194475525651455),765,Feldulme,Ulmus minor,4,"4., Floragasse 5",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c23,1713566,POINT (16.284686887396372 48.142754995693444),766,Douglastanne,Pseudotsuga menziesii,23,"23., Dirmhirngasse 66",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c24,1713567,POINT (16.351941667359505 48.173053235119205),767,Platane,Platanus x hybrida,10,"10., Kundratstraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c25,1713568,POINT (16.309549529986157 48.2580117094328),768,nicht definiert,,19,"19., Gspöttgraben/Sieveringer Straße -",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c26,1713569,POINT (16.315175667961654 48.257462581865724),768,nicht definiert,,19,"19., Gspöttgraben/Sieveringer Straße -",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c27,1713570,POINT (16.346216928284296 48.26335761148525),769,Strandformation/Flysch,-,19,"19., Kahlenberger Straße - FRIEDHOF",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c28,1713571,POINT (16.34631002127153 48.26347271538652),769,Strandformation/Flysch,-,19,"19., Kahlenberger Straße - FRIEDHOF",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c29,1713572,POINT (16.318702499660976 48.23328478537835),770,Pyramideneiche,"Quercus robur ""Fastigiata""",18,"18., Wallrißstraße 80",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2a,1713573,POINT (16.295182961912378 48.19217749206794),771,Blutbuche,Fagus sylvatica Atropurpurea,14,"14., Cumberlandstraße 85",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2b,1713574,POINT (16.288509546798124 48.187471451881876),772,Winterlinde,Tilia cordata,13,"13., Hietzinger Hauptstraße 46",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2c,1713576,POINT (16.351792051982528 48.2089094213673),774,Ginkgo,Ginkgo biloba,8,"8., Josefstädterstraße 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2d,1713577,POINT (16.284834480981512 48.188134741873085),775,Schwarzkiefer,Pinus nigra,13,"13., St Veit Gasse 41-43",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2e,1713578,POINT (16.298523900595363 48.180550804987384),776,Sommerlinde,Tilia platyphyllos,13,"13., Gloriettegasse 1",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c2f,1713579,POINT (16.35702797573234 48.2179809409288),777,Blutbuche,Fagus sylvatica Atropurpurea,9,"9., Beethovengasse 6",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c30,1713580,POINT (16.351243189769505 48.21926301859373),778,Morgenländische Platane,Platanus orientalis,9,"9., Spitalgasse 23",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c31,1713581,POINT (16.21210764690107 48.207849571194714),779,Winterlinde,Tilia cordata,14,"14., Mühlbergstraße 7(STADT DES KINDES)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c32,1713582,POINT (16.503173512843897 48.23893955686185),780,Winterlinde,Tilia cordata,22,"22., Pfalzgasse 81",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c33,1713583,POINT (16.3958931075492 48.21853873633703),781,Platane,Platanus x hybrida,2,"2., Venediger Au -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c34,1713584,POINT (16.411967176811068 48.2513647015392),782,Silberpappel,Populus alba,21,"21., Freiligrathplatz -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c35,1713585,POINT (16.411421780197035 48.251708778235574),782,Silberpappel,Populus alba,21,"21., Freiligrathplatz -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c36,1713586,POINT (16.34290119935433 48.21269553322432),783,Edelkastanie,Castanea sativa,8,"8., Bennogasse 10",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c37,1713587,POINT (16.27178047037457 48.24351635988241),784,Geologischer Aufschluss,Kalkklippen,17,"17., Schwarzbergenpark Eckbach",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c38,1713588,POINT (16.378670983517647 48.27381296662376),785,Sommerlinde,Tilia platyphyllos,21,"21., Josef-Türk-Gasse 8",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c39,1713589,POINT (16.355302842766243 48.22100925272744),786,Platanen Baumzeile,Platanus,9,"9., Währinger Straße 40-42",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3a,1713590,POINT (16.35582755769712 48.22064709779698),786,Platanen Baumzeile,Platanus,9,"9., Währinger Straße 40-42",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3b,1713591,POINT (16.355767821316302 48.22068838680485),786,Platanen Baumzeile,Platanus,9,"9., Währinger Straße 40-42",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3c,1713592,POINT (16.244968178497075 48.20600793467014),359,nicht definiert,,14,"14., Mondweg --",Wald,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3d,1713593,POINT (16.340603614608256 48.26012088764987),812,Edelkastanie,Castanea sativa,19,"19., Schreiberweg 93",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3e,1713594,POINT (16.395774353637517 48.213851088463024),806,Eibe,Taxus baccata,2,"2., Vivariumstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c3f,1713595,POINT (16.394512748069538 48.21505331886777),807,Ginkgo,Ginkgo biloba,2,"2., Vivariumstraße 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c40,1713596,POINT (16.46145376862476 48.19764057690779),66,Standort von Natternzunge,Ophioglossum vulgare,22,"22., Biberhaufen -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c41,1713597,POINT (16.397465300697462 48.13657487840453),808,Rosskastanie,Aesculus hippocastanum,10,"10., Hintere Liesingbachstraße 1",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c42,1713598,POINT (16.40847995352005 48.154974648586325),795,Ziesellebensraum,Spermophylus citellus,10,"10., Goldberg -",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c43,1713599,POINT (16.437814606997744 48.249418415801294),811,Trauerschnurbaum,Sophora japonica pendula,22,"22., Klenaugasse 2",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c44,1713600,POINT (16.28915285910572 48.18786238347921),810,Blutbuche,Fagus sylvatica Atropurpurea,13,"13., Hietzinger Hauptstraße 42D",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c45,1713601,POINT (16.21758300821012 48.205001527243745),529,nicht definiert,,14,"14., Hofjägerstraße -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c46,1713602,POINT (16.217284035160716 48.20501623725832),529,nicht definiert,,14,"14., Hofjägerstraße -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c47,1713603,POINT (16.215189931429652 48.205837563197164),529,nicht definiert,,14,"14., Hofjägerstraße -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c48,1713604,POINT (16.215221591263138 48.20593346428985),529,nicht definiert,,14,"14., Hofjägerstraße -",Allee,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c49,1713605,POINT (16.30101079843379 48.218573815368174),796,Blutbuche,Fagus sylvatica Atropurpurea,16,"16., Wilhelminenstraße 136",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4a,1713606,POINT (16.28872679912043 48.18785384485006),809,Sommerlinde,Tilia platyphyllos,13,"13., Fleschgasse 8",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4b,1713607,POINT (16.4026821914535 48.21346774878759),743,Stieleiche,Quercus robur,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4c,1713608,POINT (16.402966897354375 48.21290296096903),743,Zerreiche,Quercus cerris,2,"2., Waldsteingartenstraße -",Baumgruppe (ab 4 Bäumen),?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4d,1713609,POINT (16.421912253304427 48.19603781819948),846,Stieleiche,Quercus robur,2,"2., Prater KGV Sulzwiese ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4e,1713610,POINT (16.328573182944933 48.17297637163108),847,Stieleiche,Quercus robur,12,"12., Breitenfurter Straße ggü. Onr. 13",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c4f,1713611,POINT (16.228025724662643 48.14584580869095),841,Zerreiche,Quercus cerris,23,"23., Gütenbachstraße ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c50,1713612,POINT (16.302248160308675 48.22941701266605),849,Feldahorn,Acer campestre,17,"17., Josef-Kaderka-Park ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c51,1713613,POINT (16.227920441628576 48.14577514982603),841,Zerreiche,Quercus cerris,23,"23., Gütenbachstraße ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c52,1713614,POINT (16.227847836952048 48.14572398679754),841,Zerreiche,Quercus cerris,23,"23., Gütenbachstraße ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c53,1713615,POINT (16.227810068222556 48.14570399952782),841,Wildobststrauch,Malus spp.,23,"23., Gütenbachstraße ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c54,1713616,POINT (16.37764656836357 48.13989057543801),848,Stieleiche,Quercus robur,10,"10., Liesingbachstraße 230",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c55,1713617,POINT (16.31468311991674 48.256379925209465),851,Roter Walnussbaum,Juglans ,19,"19., Sieveringer Straße 190",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c56,1713619,POINT (16.29138915680585 48.14816539306762),814,Trauerweide,"Salix alba ""Tristis""",23,"23., Endresstraße 10-14",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c57,1713620,POINT (16.336680484970444 48.233159480869475),817,Ginkgo,Ginkgo biloba,18,"18., Türkenschanzstraße 46",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c58,1713621,POINT (16.336725175048787 48.23312791458235),817,Riesenmammutbaum,Sequoiadendron giganteum,18,"18., Türkenschanzstraße 46",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c59,1713622,POINT (16.428752861245602 48.19240135381695),818,Traubeneiche,Quercus petraea,2,"2., Prater - Belvedereallee ",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5a,1713623,POINT (16.354450332058658 48.203769491586485),820,Kugeltrompetenbaum,"Catalpa bignonioides ""Nana""",7,"7., Schrankgasse 7-9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5b,1713624,POINT (16.354474795310892 48.20370869347161),820,Kugeltrompetenbaum,"Catalpa bignonioides ""Nana""",7,"7., Schrankgasse 7-9",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5c,1713625,POINT (16.377723497621705 48.21931629340802),821,Gewöhnliche Platane,Platanus x hispanica,2,"2., Schwarzingergasse 4(SCHULE)",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5d,1713626,POINT (16.3820798341624 48.239529340391535),819,Baumzeile aus Platanen,Platanus x hispanica,20,"20., Durchlaufstraße 47",Baumzeile,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5e,1713627,POINT (16.273851136831574 48.17531409709794),816,Kaukasische Flügelnuss,Pterocarya fraxinifolia,13,"13., Wolkersbergenstraße vis a vis 116",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c5f,1713628,POINT (16.259614230491973 48.13241534403695),823,Griechische Tanne,Abies cephalonica,23,"23., Hochstraße 11",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c60,1713629,POINT (16.263046093038806 48.21171040884348),822,Stieleiche,Quercus robur,14,"14., Steinböckengasse 100",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c61,1713630,POINT (16.435215387906506 48.23797427398261),824,Flatterulme,Ulmus laevis,22,"22., Erzherzog Karl-Straße 19",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c62,1713631,POINT (16.35782710108104 48.24293328406595),826,Blutbuche,Fagus sylvatica Atropurpurea,19,"19., Wertheimsteinpark ---",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c63,1713632,POINT (16.360376646597885 48.24226764015819),827,Baumhasel,Corylus colurna,19,"19., Wertheimsteinpark -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c64,1713633,POINT (16.359926891329927 48.242387972752496),828,Sommerlinde,Tilia platyphyllos,19,"19., Wertheimsteinpark --",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c65,1713634,POINT (16.359342197479318 48.24243557619039),829,Speierling,Sorbus domestica,19,"19., Wertheimsteinpark --",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c66,1713635,POINT (16.361258032557465 48.177783835846576),830,Hängeesche,Fraxinus excelsior „Pendula“,10,"10., Triester Straße 1",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c67,1713636,POINT (16.35985449758778 48.177509839368525),831,Atlaszeder,Cedrus atlantica,10,"10., Triester Straße 1",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c68,1713637,POINT (16.333866799955917 48.25919933554691),832,Blutbuche,Fagus sylvatica Atropurpurea,19,"19., Cobenzlgasse 41",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c69,1713638,POINT (16.275200052195352 48.17835292650965),833,Blutbuche,Fagus sylvatica Atropurpurea,13,"13., Gobergasse 27",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6a,1713639,POINT (16.34311913401896 48.25683637722879),856,Stieleiche,Quercus robur,19,"19., Grinzinger Steig 4",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6b,1713640,POINT (16.417229497088044 48.208946092233795),853,Platane,Platanus,2,"2., Meiereistraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6c,1713641,POINT (16.417523921310796 48.20919183163451),853,Platane,Platanus,2,"2., Meiereistraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6d,1713642,POINT (16.41775049001769 48.209073947074344),853,Platane,Platanus,2,"2., Meiereistraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6e,1713643,POINT (16.417447527629605 48.20882344428422),853,Platane,Platanus,2,"2., Meiereistraße 3",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c6f,1713644,POINT (16.4336713879598 48.232807451952546),850,Gewöhnliche Platane,Platanus x hispanica,22,"22., An der unteren Alten Donau 51",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c70,1713645,POINT (16.358102489625413 48.19652687121268),855,Botanischer Lebensraum - Steinmauer und Mauerfuß,-,5,"5., Rechte Wienzeile 2B",Standort besonderer Pflanzen-/Tiergemeinschaften,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c71,1713646,POINT (16.271380000668746 48.149729602141825),834,Schwarzkiefer,Pinus nigra,23,"23., Endresstraße 101",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c72,1713647,POINT (16.271622127947523 48.14987363129413),834,Blutbuche,Fagus sylvatica Atropurpurea,23,"23., Endresstraße 101",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c73,1713648,POINT (16.30105167828242 48.17408580364008),835,Winterlinde,Tilia cordata,13,"13., Fasangartensiedlung 6",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c74,1713649,POINT (16.29515592018242 48.18003829678053),836,Pyramideneiche,"Quercus robur ""Fastigiata""",13,"13., Weidlichgasse 17",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c75,1713650,POINT (16.286879145097032 48.23767987677949),839,Sommerlinde,Tilia platyphyllos,17,"17., Neuwaldegger Straße 26",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c76,1713651,POINT (16.341984686385835 48.27623526954995),843,natürliche Felsbildung im Sandstein-Wienerwald,-,19,"19., Kahlenbergerdorf -",Geologischer Aufschluss,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c77,1713652,POINT (16.41482334043425 48.19498476056083),840,Stieleiche,Quercus robur,2,"2., Prater KGV Wasserwiese -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c78,1713653,POINT (16.24077647431634 48.211549307434915),825,Urweltmammutbaum,Metasequoia glyptostroboides,14,"14., Keilstraße 7",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c79,1713654,POINT (16.368165968014804 48.18589493959342),842,Rotbuche,Fagus sylvatica,4,"4., Alois-Drasche Park -",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c7a,1713655,POINT (16.294975852501818 48.22888788167914),844,Blutbuche,Fagus sylvatica purpurea,17,"17., Heuberggasse 10",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c7b,1713656,POINT (16.366176452971523 48.180492236645094),845,Kaukasische Flügelnuss,Pterocarya fraxinifolia,11,"11., Landgutgasse 61-65",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c7c,1713618,POINT (16.259539944846097 48.149933035368456),813,Winterlinde,Tilia cordata,23,"23., Rielgasse 1",Einzelbaum,?,
NATDENKMALPKTOGD.fid--47a0a51d_1807f4594fb_6c7d,1713657,POINT (16.365964649687932 48.18070651133788),845,Kaukasische Flügelnuss,Pterocarya fraxinifolia,11,"11., Landgutgasse 61-65",Einzelbaum,?,
