FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50f9,1256441,POINT (16.420859403896024 48.17945948242475),PA Simoningplatz,11,878 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50fa,1256442,POINT (16.43438990209896 48.167636015689126),PA Oriongasse,11,4.562 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50fb,1256443,POINT (16.427021565040892 48.17035269810978),PA Seeschlachtweg,11,3.253 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50fc,1256444,POINT (16.45552638607579 48.15587632593561),PA Herretweg,11,2.598 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50fd,1256445,POINT (16.42801876395791 48.16566411825081),PA Dürrnbacherstraße,11,29.513 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50fe,1256446,POINT (16.472015298150378 48.157136656302974),PA Muhrhoferweg,11,7.152 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_50ff,1256447,POINT (16.422756666879362 48.17762375303484),PA Mautner-Markhof-Gasse,11,12.248 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5100,1256448,POINT (16.411189900133273 48.16921307096867),PA Ludwig-Kralik-Weg,11,8.402 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5101,1256449,POINT (16.462640545434798 48.15630066201662),Hofgartel,11,19.661 m²,6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5102,1256450,POINT (16.419401256243713 48.173834886802446),PA Krötzlergasse,11,924 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5103,1256451,POINT (16.41842200543579 48.17900823883853),PA Kopalgasse,11,2.732 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5104,1256452,POINT (16.411987674004337 48.18158371757352),Hyblerpark,11,27.467 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5105,1256453,POINT (16.418208297923435 48.177450401507684),PA Hutterergasse,11,7.364 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5106,1256454,POINT (16.42283690407065 48.16942098013404),PA Kobelgasse (Historischer Friedhof),11,1.055 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5107,1256455,POINT (16.410064255174586 48.172255184536255),Herderpark,11,40.468 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5108,1256456,POINT (16.418476067238803 48.16895906759503),PA Haugerstraße,11,4.751 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5109,1256457,POINT (16.471585323209155 48.16005176736028),Hans-Paulas-Park,11,10.160 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510a,1256458,POINT (16.2894091380233 48.180975091341786),PA Küniglberg,13,104.051 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510b,1256459,POINT (16.36865559825718 48.24529422513071),Anton-Schmid-Promenade/AP,20,32.013 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510c,1256460,POINT (16.33498473733378 48.19155950963383),Dingelstedtpark,15,453 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510d,1256461,POINT (16.371742033329635 48.250708574643994),Donaukanalpromenade,19,14.706 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510e,1256462,POINT (16.33643802322082 48.195776582306976),GA Langauergasse,15,680 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_510f,1256463,POINT (16.443922558184653 48.25436014027594),GA Eipeldauer Straße,22,1.066 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5110,1256464,POINT (16.381136361662797 48.22285195181227),GA Lili-Grün-Platz,2,603 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5111,1256465,POINT (16.38589008979197 48.22516708235089),Else-Feldmann-Park,2,3.444 m²,6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5112,1256466,POINT (16.474180518059637 48.239597925581535),Blumengärten Hirschstetten,22,66.139 m²,Sommer Di-So 9-18,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5113,1256467,POINT (16.31094548560891 48.24386506183394),PA Starkfriedgasse,19,2.118 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5114,1256468,POINT (16.498947364218694 48.251330249019446),GA Breitenleer Straße,22,1.736 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5115,1256469,POINT (16.392134748095362 48.191780979821196),Leon-Zelman-Park,3,12.309 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5116,1256470,POINT (16.325829480532963 48.187088644169236),PA Dreihausgasse,15,1.307 m²,6:30-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5117,1256471,POINT (16.32920678376081 48.190184181697255),Dadlerpark,15,9.685 m²,Ballspielplatz+Hundezone: 6:00-22:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5118,1256472,POINT (16.32568532110635 48.188606853077076),Braunhirschenpark,15,4.568 m²,"Ballspielplatz: Nov-März: 7:00-20:00, Apr-Okt: 7:00-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5119,1256473,POINT (16.32596116047511 48.212714370815945),Adele-Jellinek-Park,16,3.129 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511a,1256474,POINT (16.330754375404606 48.21756318933947),PA Ortliebgasse,17,4.456 m²,7:00-19:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511b,1256475,POINT (16.31212246706362 48.23102883801671),Moriz-Mayer-Park,17,2.661 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511c,1256476,POINT (16.32595283072307 48.214809132707224),Lorenz-Bayer-Park,17,7.342 m²,6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511d,1256477,POINT (16.324020462461217 48.224968675066314),Christine-Nöstlinger-Park,17,16.006 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511e,1256478,POINT (16.30362323314878 48.22920930370863),Josef-Kaderka-Park,17,5.190 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_511f,1256479,POINT (16.315052215402932 48.232125021388015),Fuchupark,17,5.394 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5120,1256480,POINT (16.301982722571424 48.23549625785076),Hans-Bock-Park,17,9.762 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5121,1256481,POINT (16.314386525533255 48.22503653219557),PA Dr.-Josef-Resch-Platz,17,1.127 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5122,1256482,POINT (16.321185697396345 48.22426293876179),Clemens-Krauss-Park,17,4.669 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5123,1256483,POINT (16.322082611921783 48.21858390224969),PA Clemens-Hofbauer-Platz,17,4.931 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5124,1256484,POINT (16.43136858680635 48.243117747284955),Schulgarten - Schauanlagen,22,47.013 m²,"Apr-Okt: jeden 1. Donnerstag im Monat 10:00-18:00, Jul-Aug: Mo-Mi 10:00-18:00",Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5125,1256485,POINT (16.352680107042506 48.21613466297346),PA Altes AKH,9,13.663 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5126,1256486,POINT (16.36812136736415 48.21702381558035),GA Deutschmeisterplatz,1,638 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5127,1256487,POINT (16.26757711271682 48.149525372833686),Ölzeltpark,23,10.665 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5128,1256488,POINT (16.32606862776 48.15645201954159),PA Wilhelm-Erben-Gasse,23,25.235 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5129,1256489,POINT (16.41404405433997 48.20121642880015),Prater - Forstwiesen-Süd,2,38.846 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512a,1256490,POINT (16.289974556868554 48.154352424257404),PA Tullnertalgasse,23,10.362 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512b,1256491,POINT (16.28700158403807 48.15477952683529),PA Ruzickagasse,23,3.841 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512c,1256492,POINT (16.278095338949946 48.139658610780444),PA Theophil-Hansen-Gasse,23,7.432 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512d,1256493,POINT (16.28830584631319 48.14070981275126),PA Steinergasse,23,7.495 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512e,1256494,POINT (16.275704125217494 48.13497833389699),PA Elisenstraße,23,1.054 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_512f,1256495,POINT (16.2596181684896 48.15000573544728),Maurer Schubertpark,23,440 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5130,1256496,POINT (16.333186302467965 48.149944048436915),Inzersdorfer Schubertpark,23,3.560 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5131,1256497,POINT (16.29418167294156 48.14366979521151),PA Reklewskigasse,23,10.341 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5132,1256498,POINT (16.296999197881924 48.14433991915412),PA Meisgeyergasse,23,3.005 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5133,1256499,POINT (16.31796804911727 48.14840887805703),Hedy-Wunsch-Park,23,9.095 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5134,1256500,POINT (16.4144715078832 48.182740899160954),PA Panoramaweg,11,5.075 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5135,1256501,POINT (16.255957349942506 48.13260462156791),PA Rodauner Kirchenplatz,23,2.721 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5136,1256502,POINT (16.305182273520987 48.151914296646645),PA Trepetschniggasse,23,7.019 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5137,1256503,POINT (16.300441580030057 48.14735102506832),PA Riegermühle,23,9.652 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5138,1256504,POINT (16.270138902371627 48.151596304272076),Rathauspark (Mauer),23,14.374 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5139,1256505,POINT (16.287219453990026 48.15198238932545),PA Pölleritzergasse,23,8.179 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513a,1256407,POINT (16.424929161886542 48.1569316661339),PA Pretschgasse,11,6.287 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513b,1256408,POINT (16.417920501851224 48.16736190182246),PA Albin-Hirsch-Platz,11,3.229 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513c,1256409,POINT (16.485261707527965 48.15969943077977),PA Mannswörther Straße,11,1.939 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513d,1256410,POINT (16.381947347152103 48.17004511244158),PA Wieselburger Gasse,10,2.735 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513e,1256411,POINT (16.35974793428162 48.15264455930759),PA Wienerfeldsiedlung,10,16.179 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_513f,1256412,POINT (16.379610720064495 48.17653231879228),PA Wielandplatz,10,4.412 m²,6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5140,1256413,POINT (16.365531338796668 48.18066564696288),Waldmüllerpark,10,39.215 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5141,1256414,POINT (16.37349136213303 48.170000258075504),PA Suchenwirtplatz,10,2.405 m²,Ballspielplatz: 6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5142,1256415,POINT (16.38005910138533 48.178026967184415),PA Sonnwendgasse,10,847 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5143,1256416,POINT (16.37924483905441 48.16499075313038),PA Schleiergasse,10,11.268 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5144,1256417,POINT (16.379214763382183 48.15254761155332),PA Rädda-Barnen-Platz,10,908 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5145,1256418,POINT (16.3901557332107 48.158357934041064),PA Endlichergasse,10,22.087 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5146,1256419,POINT (16.378426220755436 48.173615676858574),PA Reumannplatz,10,10.578 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5147,1256420,POINT (16.36562909994332 48.16598967126576),PA Rudolfshügelgasse,10,3.295 m²,Ballspielplatz+Spielplatz: 6:00-21:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5148,1256421,POINT (16.38615460056734 48.17240952522184),Puchsbaumpark,10,5.699 m²,Ballspielplatz 6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5149,1256422,POINT (16.38750649021929 48.14574418454881),PA Ada-Christen-Gasse,10,25.142 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514a,1256423,POINT (16.36854389780302 48.170893420647715),PA Paltramplatz,10,2.695 m²,6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514b,1256424,POINT (16.35221398941679 48.15581413217994),PA Otto-Probst-Straße,10,11.386 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514c,1256425,POINT (16.38441106124876 48.176080326686204),Mundypark,10,2.917 m²,Ballspielplatz: 6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514d,1256426,POINT (16.367640070031896 48.16637820520749),PA Migerkastraße,10,554 m²,6:00-21:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514e,1256427,POINT (16.353754844628487 48.175316071162065),Martin-Luther-King-Park,10,14.552 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_514f,1256428,POINT (16.381858085963287 48.16439075884491),Maria-Rekker-Park,10,2.172 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5150,1256429,POINT (16.406065382666053 48.1641597865347),PA Löwygrube,10,228.436 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5151,1256430,POINT (16.327833278108198 48.180255858845875),Christine-Busta-Park,12,5.755 m²,Wint: 6:00-21:30|Somm: 6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5152,1256431,POINT (16.32238233174907 48.17033857042051),PA Breitenfurter Straße,12,8.099 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5153,1256432,POINT (16.338572910580574 48.18493793297953),PA Haebergasse,12,2.172 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5154,1256433,POINT (16.33126124167388 48.18216605778526),Anton-Krutisch-Park,12,2.550 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5155,1256434,POINT (16.328364927186247 48.163460828689765),PA Andersengasse,12,902 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5156,1256435,POINT (16.32337103955176 48.159924113729204),PA An den Eisteichen,12,8.808 m²,Ballspielplatz:Wint6:00-21:30|Somm6:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5157,1256436,POINT (16.32526192335607 48.16160059797625),PA Am Schöpfwerk,12,844 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5158,1256437,POINT (16.304067061329548 48.16391660548905),PA Altmannsdorfer Anger,12,1.776 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_5159,1256438,POINT (16.44983930238094 48.15591442152211),PA Zehngrafweg,11,3.887 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_515a,1256439,POINT (16.418686148664573 48.166535685468396),Carsonypark,11,4.962 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_515b,1254863,POINT (16.346907849074 48.19235782099543),Hubert-Marischka-Park,6,4.411 m²,Wint: 7:00-21:00|Somm:6:30-21:30,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_515c,1254864,POINT (16.35253556381951 48.19419169556879),Helene-Heppe-Park,6,501 m²,"Okt-März: 7:15-19:30, Apr-Sep: 7:00-20:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.fid--47a0a51d_1807f4594fb_515d,1254865,POINT (16.339433952084825 48.18959295675351),Fritz-Imhoff-Park,6,4.323 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
