NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;REF_YEAR;EDU_ALL;EDU_LEH;EDU_BMS;EDU_AHS;EDU_BHS;EDU_KOL;EDU_ACA;EDU_UNI;EDU_AKA
AT1;AT13;AT130;92100;92100;20161031;2016;0,2372;0,307;0,1214;0,0845;0,0823;0,0089;0,0175;0,1411;0,1586
AT1;AT13;AT130;92200;92200;20161031;2016;0,1814;0,2899;0,1338;0,0966;0,0976;0,0111;0,0199;0,1697;0,1896
AT1;AT13;AT130;92300;92300;20161031;2016;0,1816;0,2641;0,1243;0,0972;0,099;0,0123;0,023;0,1985;0,2215
AT1;AT13;AT130;90000;90000;20171031;2017;0,2197;0,2261;0,0966;0,1091;0,0769;0,01;0,0183;0,2433;0,2616
AT1;AT13;AT130;90100;90100;20171031;2017;0,0888;0,1017;0,0781;0,1563;0,0695;0,0102;0,021;0,4744;0,4955
AT1;AT13;AT130;90200;90200;20171031;2017;0,2141;0,1936;0,0765;0,1152;0,0713;0,0091;0,018;0,3024;0,3204
AT1;AT13;AT130;90300;90300;20171031;2017;0,1707;0,1719;0,0841;0,1238;0,0777;0,0122;0,021;0,3385;0,3595
AT1;AT13;AT130;90400;90400;20171031;2017;0,1313;0,129;0,0669;0,145;0,0755;0,011;0,0201;0,4213;0,4414
AT1;AT13;AT130;90500;90500;20171031;2017;0,2236;0,1764;0,0743;0,1286;0,0721;0,0114;0,0179;0,2958;0,3137
AT1;AT13;AT130;90600;90600;20171031;2017;0,1385;0,1396;0,0685;0,1422;0,0771;0,0123;0,02;0,4017;0,4217
AT1;AT13;AT130;90700;90700;20171031;2017;0,1113;0,1193;0,0646;0,1422;0,0775;0,0131;0,021;0,4512;0,4721
AT1;AT13;AT130;90800;90800;20171031;2017;0,1065;0,1161;0,0682;0,1465;0,0696;0,0112;0,0214;0,4605;0,4819
AT1;AT13;AT130;90900;90900;20171031;2017;0,1195;0,119;0,0677;0,1444;0,0729;0,0114;0,0201;0,4451;0,4652
AT1;AT13;AT130;91000;91000;20171031;2017;0,3265;0,2764;0,0969;0,0852;0,0704;0,0074;0,0126;0,1245;0,1371
AT1;AT13;AT130;91100;91100;20171031;2017;0,2795;0,3113;0,1146;0,0848;0,0752;0,0072;0,0121;0,1152;0,1273
AT1;AT13;AT130;91200;91200;20171031;2017;0,2772;0,2393;0,0979;0,0991;0,0725;0,0086;0,0169;0,1885;0,2054
AT1;AT13;AT130;91300;91300;20171031;2017;0,1158;0,1579;0,0945;0,1299;0,0853;0,012;0,0271;0,3776;0,4047
AT1;AT13;AT130;91400;91400;20171031;2017;0,1931;0,2207;0,1066;0,111;0,0822;0,0122;0,0234;0,2508;0,2742
AT1;AT13;AT130;91500;91500;20171031;2017;0,2743;0,223;0,0806;0,115;0,0682;0,0089;0,0149;0,215;0,23
AT1;AT13;AT130;91600;91600;20171031;2017;0,2693;0,2196;0,0938;0,1048;0,066;0,0086;0,0183;0,2196;0,238
AT1;AT13;AT130;91700;91700;20171031;2017;0,2224;0,1934;0,0874;0,1156;0,0689;0,0106;0,0203;0,2813;0,3016
AT1;AT13;AT130;91800;91800;20171031;2017;0,1336;0,1309;0,0741;0,1319;0,0682;0,0114;0,0242;0,4257;0,4499
AT1;AT13;AT130;91900;91900;20171031;2017;0,1428;0,1654;0,0855;0,1353;0,0759;0,0116;0,0227;0,3608;0,3834
AT1;AT13;AT130;92000;92000;20171031;2017;0,305;0,2328;0,0838;0,1035;0,0638;0,0074;0,0131;0,1906;0,2037
AT1;AT13;AT130;92100;92100;20171031;2017;0,2365;0,3043;0,1197;0,0884;0,0803;0,0091;0,017;0,1447;0,1616
AT1;AT13;AT130;92200;92200;20171031;2017;0,1793;0,2864;0,1319;0,0991;0,0973;0,0112;0,0193;0,1755;0,1948
AT1;AT13;AT130;92300;92300;20171031;2017;0,1819;0,263;0,1218;0,0984;0,0981;0,0123;0,0219;0,2026;0,2244
AT1;AT13;AT130;90000;90000;20181031;2018;0,2172;0,2209;0,0946;0,1112;0,0756;0,01;0,0177;0,2529;0,2706
AT1;AT13;AT130;90100;90100;20181031;2018;0,0865;0,0951;0,0753;0,157;0,07;0,0106;0,0202;0,4852;0,5054
AT1;AT13;AT130;90800;90800;20181031;2018;0,0998;0,1083;0,0674;0,1495;0,0687;0,0115;0,0219;0,473;0,495
AT1;AT13;AT130;90700;90700;20181031;2018;0,1067;0,1131;0,0607;0,1436;0,0736;0,0133;0,0198;0,4691;0,4889
AT1;AT13;AT130;90900;90900;20181031;2018;0,1153;0,1125;0,0652;0,1423;0,0688;0,0105;0,0194;0,4661;0,4854
AT1;AT13;AT130;91800;91800;20181031;2018;0,1304;0,1258;0,0707;0,1316;0,0655;0,0113;0,0239;0,4407;0,4647
AT1;AT13;AT130;90400;90400;20181031;2018;0,1257;0,1235;0,0637;0,1429;0,0751;0,0113;0,0191;0,4387;0,4578
AT1;AT13;AT130;90600;90600;20181031;2018;0,1331;0,1376;0,0675;0,1461;0,073;0,0119;0,0187;0,412;0,4307
AT1;AT13;AT130;91300;91300;20181031;2018;0,1128;0,1527;0,0913;0,1325;0,0847;0,0118;0,0257;0,3884;0,4141
AT1;AT13;AT130;91900;91900;20181031;2018;0,1416;0,16;0,0826;0,137;0,0727;0,0118;0,0219;0,3725;0,3943
AT1;AT13;AT130;90300;90300;20181031;2018;0,1651;0,1663;0,0816;0,1258;0,0776;0,0122;0,0204;0,3511;0,3715
AT1;AT13;AT130;90200;90200;20181031;2018;0,2076;0,1862;0,0749;0,117;0,0691;0,0091;0,0175;0,3186;0,3361
AT1;AT13;AT130;90500;90500;20181031;2018;0,2154;0,1726;0,0706;0,1317;0,0693;0,0115;0,0171;0,3118;0,3289
AT1;AT13;AT130;91700;91700;20181031;2018;0,2186;0,1867;0,0865;0,1169;0,0676;0,0109;0,0203;0,2924;0,3128
AT1;AT13;AT130;91400;91400;20181031;2018;0,1907;0,2138;0,1058;0,1139;0,0797;0,0118;0,0225;0,2617;0,2842
AT1;AT13;AT130;91600;91600;20181031;2018;0,264;0,2141;0,0934;0,1085;0,065;0,0087;0,0181;0,2284;0,2464
AT1;AT13;AT130;91500;91500;20181031;2018;0,2677;0,2191;0,0789;0,1166;0,0664;0,0092;0,0146;0,2274;0,242
AT1;AT13;AT130;92300;92300;20181031;2018;0,1835;0,2573;0,1187;0,1003;0,0977;0,0125;0,0212;0,2087;0,2299
AT1;AT13;AT130;91200;91200;20181031;2018;0,2723;0,233;0,0971;0,1019;0,0719;0,0088;0,0161;0,1989;0,215
AT1;AT13;AT130;92000;92000;20181031;2018;0,2988;0,2272;0,0846;0,1083;0,0628;0,0075;0,013;0,1978;0,2108
AT1;AT13;AT130;92200;92200;20181031;2018;0,1802;0,2801;0,1283;0,102;0,096;0,0115;0,0187;0,1831;0,2018
AT1;AT13;AT130;92100;92100;20181031;2018;0,2376;0,299;0,1169;0,0907;0,0795;0,0093;0,0161;0,151;0,1671
AT1;AT13;AT130;91000;91000;20181031;2018;0,3275;0,2708;0,0936;0,0876;0,0699;0,0073;0,0124;0,131;0,1434
AT1;AT13;AT130;91100;91100;20181031;2018;0,2786;0,3068;0,1133;0,0868;0,0742;0,0071;0,0122;0,121;0,1332
