Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11
Population by sex, 5-year age groups and nationality since 2002 - districts of Vienna;;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGE5;AUT;EEA;REU;TCN
AT13;90100;90100;2002;20020101;1;1;265;28;18;9
AT13;90100;90100;2002;20020101;1;2;246;12;19;6
AT13;90100;90100;2002;20020101;1;3;232;15;7;10
AT13;90100;90100;2002;20020101;1;4;294;35;21;11
AT13;90100;90100;2002;20020101;1;5;334;51;31;19
AT13;90100;90100;2002;20020101;1;6;430;66;25;24
AT13;90100;90100;2002;20020101;1;7;541;81;29;45
AT13;90100;90100;2002;20020101;1;8;538;105;29;34
AT13;90100;90100;2002;20020101;1;9;521;67;20;32
AT13;90100;90100;2002;20020101;1;10;478;78;43;30
AT13;90100;90100;2002;20020101;1;11;557;68;52;20
AT13;90100;90100;2002;20020101;1;12;659;60;20;22
AT13;90100;90100;2002;20020101;1;13;546;31;16;14
AT13;90100;90100;2002;20020101;1;14;290;24;9;10
AT13;90100;90100;2002;20020101;1;15;319;17;6;12
AT13;90100;90100;2002;20020101;1;16;307;17;3;3
AT13;90100;90100;2002;20020101;1;17;331;16;1;7
AT13;90100;90100;2002;20020101;2;1;221;18;14;15
AT13;90100;90100;2002;20020101;2;2;244;9;11;7
AT13;90100;90100;2002;20020101;2;3;271;10;14;8
AT13;90100;90100;2002;20020101;2;4;286;31;31;14
AT13;90100;90100;2002;20020101;2;5;344;51;37;18
AT13;90100;90100;2002;20020101;2;6;388;91;26;26
AT13;90100;90100;2002;20020101;2;7;500;92;39;31
AT13;90100;90100;2002;20020101;2;8;520;80;28;40
AT13;90100;90100;2002;20020101;2;9;520;54;22;34
AT13;90100;90100;2002;20020101;2;10;551;67;54;34
AT13;90100;90100;2002;20020101;2;11;610;55;35;25
AT13;90100;90100;2002;20020101;2;12;647;57;26;19
AT13;90100;90100;2002;20020101;2;13;606;31;15;6
AT13;90100;90100;2002;20020101;2;14;348;19;14;9
AT13;90100;90100;2002;20020101;2;15;415;15;5;7
AT13;90100;90100;2002;20020101;2;16;603;13;9;11
AT13;90100;90100;2002;20020101;2;17;833;26;0;4
AT13;90200;90200;2002;20020101;1;1;1625;130;361;102
AT13;90200;90200;2002;20020101;1;2;1563;141;462;91
AT13;90200;90200;2002;20020101;1;3;1562;114;433;162
AT13;90200;90200;2002;20020101;1;4;1674;101;396;134
AT13;90200;90200;2002;20020101;1;5;1822;162;495;176
AT13;90200;90200;2002;20020101;1;6;2196;248;565;187
AT13;90200;90200;2002;20020101;1;7;2830;377;574;231
AT13;90200;90200;2002;20020101;1;8;2961;345;658;257
AT13;90200;90200;2002;20020101;1;9;2582;380;525;238
AT13;90200;90200;2002;20020101;1;10;2105;379;590;182
AT13;90200;90200;2002;20020101;1;11;2083;252;493;97
AT13;90200;90200;2002;20020101;1;12;2141;152;305;49
AT13;90200;90200;2002;20020101;1;13;2064;70;242;44
AT13;90200;90200;2002;20020101;1;14;1208;46;149;41
AT13;90200;90200;2002;20020101;1;15;1288;23;89;29
AT13;90200;90200;2002;20020101;1;16;1062;14;40;12
AT13;90200;90200;2002;20020101;1;17;1023;18;5;15
AT13;90200;90200;2002;20020101;2;1;1525;121;371;100
AT13;90200;90200;2002;20020101;2;2;1465;107;438;89
AT13;90200;90200;2002;20020101;2;3;1494;104;354;148
AT13;90200;90200;2002;20020101;2;4;1566;78;364;99
AT13;90200;90200;2002;20020101;2;5;1833;210;445;164
AT13;90200;90200;2002;20020101;2;6;2131;397;553;197
AT13;90200;90200;2002;20020101;2;7;2597;418;550;220
AT13;90200;90200;2002;20020101;2;8;2865;303;442;178
AT13;90200;90200;2002;20020101;2;9;2577;242;417;129
AT13;90200;90200;2002;20020101;2;10;2236;178;477;94
AT13;90200;90200;2002;20020101;2;11;2338;126;388;70
AT13;90200;90200;2002;20020101;2;12;2357;85;245;31
AT13;90200;90200;2002;20020101;2;13;2331;65;188;30
AT13;90200;90200;2002;20020101;2;14;1631;39;121;32
AT13;90200;90200;2002;20020101;2;15;1995;27;93;12
AT13;90200;90200;2002;20020101;2;16;2243;23;37;20
AT13;90200;90200;2002;20020101;2;17;2982;26;15;20
AT13;90300;90300;2002;20020101;1;1;1427;86;253;56
AT13;90300;90300;2002;20020101;1;2;1457;88;284;32
AT13;90300;90300;2002;20020101;1;3;1423;85;236;52
AT13;90300;90300;2002;20020101;1;4;1553;67;232;99
AT13;90300;90300;2002;20020101;1;5;1770;156;356;127
AT13;90300;90300;2002;20020101;1;6;2163;288;383;184
AT13;90300;90300;2002;20020101;1;7;2765;360;476;196
AT13;90300;90300;2002;20020101;1;8;2884;377;395;182
AT13;90300;90300;2002;20020101;1;9;2483;302;365;153
AT13;90300;90300;2002;20020101;1;10;2019;310;382;109
AT13;90300;90300;2002;20020101;1;11;2087;215;380;62
AT13;90300;90300;2002;20020101;1;12;2090;106;189;44
AT13;90300;90300;2002;20020101;1;13;2028;62;161;31
AT13;90300;90300;2002;20020101;1;14;1099;47;106;20
AT13;90300;90300;2002;20020101;1;15;1219;27;50;22
AT13;90300;90300;2002;20020101;1;16;971;27;12;17
AT13;90300;90300;2002;20020101;1;17;1022;12;6;16
AT13;90300;90300;2002;20020101;2;1;1391;108;265;37
AT13;90300;90300;2002;20020101;2;2;1357;79;252;40
AT13;90300;90300;2002;20020101;2;3;1475;79;219;80
AT13;90300;90300;2002;20020101;2;4;1508;84;224;71
AT13;90300;90300;2002;20020101;2;5;1798;213;335;101
AT13;90300;90300;2002;20020101;2;6;2229;360;386;141
AT13;90300;90300;2002;20020101;2;7;2840;404;384;141
AT13;90300;90300;2002;20020101;2;8;2996;335;278;132
AT13;90300;90300;2002;20020101;2;9;2782;199;244;98
AT13;90300;90300;2002;20020101;2;10;2349;179;293;79
AT13;90300;90300;2002;20020101;2;11;2231;128;291;52
AT13;90300;90300;2002;20020101;2;12;2356;95;159;45
AT13;90300;90300;2002;20020101;2;13;2306;50;130;16
AT13;90300;90300;2002;20020101;2;14;1544;41;115;15
AT13;90300;90300;2002;20020101;2;15;1880;24;59;14
AT13;90300;90300;2002;20020101;2;16;2255;16;22;20
AT13;90300;90300;2002;20020101;2;17;2999;28;14;14
AT13;90400;90400;2002;20020101;1;1;450;53;43;22
AT13;90400;90400;2002;20020101;1;2;480;45;66;10
AT13;90400;90400;2002;20020101;1;3;521;27;50;12
AT13;90400;90400;2002;20020101;1;4;514;43;66;17
AT13;90400;90400;2002;20020101;1;5;647;71;57;23
AT13;90400;90400;2002;20020101;1;6;878;128;83;35
AT13;90400;90400;2002;20020101;1;7;1017;166;105;52
AT13;90400;90400;2002;20020101;1;8;1018;133;87;59
AT13;90400;90400;2002;20020101;1;9;935;116;75;45
AT13;90400;90400;2002;20020101;1;10;717;97;84;28
AT13;90400;90400;2002;20020101;1;11;708;72;117;20
AT13;90400;90400;2002;20020101;1;12;753;40;58;10
AT13;90400;90400;2002;20020101;1;13;702;36;41;9
AT13;90400;90400;2002;20020101;1;14;347;14;19;10
AT13;90400;90400;2002;20020101;1;15;420;11;7;7
AT13;90400;90400;2002;20020101;1;16;422;10;6;5
AT13;90400;90400;2002;20020101;1;17;435;12;6;6
AT13;90400;90400;2002;20020101;2;1;454;42;47;12
AT13;90400;90400;2002;20020101;2;2;474;33;45;16
AT13;90400;90400;2002;20020101;2;3;468;33;53;20
AT13;90400;90400;2002;20020101;2;4;542;37;51;13
AT13;90400;90400;2002;20020101;2;5;616;78;64;24
AT13;90400;90400;2002;20020101;2;6;769;142;84;60
AT13;90400;90400;2002;20020101;2;7;1007;153;83;68
AT13;90400;90400;2002;20020101;2;8;1086;141;49;51
AT13;90400;90400;2002;20020101;2;9;1033;86;70;52
AT13;90400;90400;2002;20020101;2;10;872;63;86;24
AT13;90400;90400;2002;20020101;2;11;853;60;103;20
AT13;90400;90400;2002;20020101;2;12;877;42;33;20
AT13;90400;90400;2002;20020101;2;13;817;22;35;4
AT13;90400;90400;2002;20020101;2;14;475;8;21;7
AT13;90400;90400;2002;20020101;2;15;747;14;22;6
AT13;90400;90400;2002;20020101;2;16;957;17;8;4
AT13;90400;90400;2002;20020101;2;17;1294;14;3;13
AT13;90500;90500;2002;20020101;1;1;864;78;246;42
AT13;90500;90500;2002;20020101;1;2;838;77;260;31
AT13;90500;90500;2002;20020101;1;3;791;47;232;32
AT13;90500;90500;2002;20020101;1;4;819;51;231;39
AT13;90500;90500;2002;20020101;1;5;1071;86;327;61
AT13;90500;90500;2002;20020101;1;6;1488;177;377;122
AT13;90500;90500;2002;20020101;1;7;1740;255;358;122
AT13;90500;90500;2002;20020101;1;8;1718;232;359;128
AT13;90500;90500;2002;20020101;1;9;1478;176;328;85
AT13;90500;90500;2002;20020101;1;10;1151;181;338;60
AT13;90500;90500;2002;20020101;1;11;1224;100;353;46
AT13;90500;90500;2002;20020101;1;12;1113;55;175;14
AT13;90500;90500;2002;20020101;1;13;1083;34;113;19
AT13;90500;90500;2002;20020101;1;14;540;24;68;6
AT13;90500;90500;2002;20020101;1;15;608;9;37;14
AT13;90500;90500;2002;20020101;1;16;516;5;10;8
AT13;90500;90500;2002;20020101;1;17;541;6;3;1
AT13;90500;90500;2002;20020101;2;1;798;84;236;38
AT13;90500;90500;2002;20020101;2;2;824;68;245;34
AT13;90500;90500;2002;20020101;2;3;802;55;219;50
AT13;90500;90500;2002;20020101;2;4;837;45;223;39
AT13;90500;90500;2002;20020101;2;5;1154;146;262;74
AT13;90500;90500;2002;20020101;2;6;1496;229;349;119
AT13;90500;90500;2002;20020101;2;7;1655;252;311;105
AT13;90500;90500;2002;20020101;2;8;1663;193;271;95
AT13;90500;90500;2002;20020101;2;9;1453;117;231;71
AT13;90500;90500;2002;20020101;2;10;1338;88;294;53
AT13;90500;90500;2002;20020101;2;11;1341;56;251;26
AT13;90500;90500;2002;20020101;2;12;1212;40;158;14
AT13;90500;90500;2002;20020101;2;13;1154;37;118;8
AT13;90500;90500;2002;20020101;2;14;755;20;79;12
AT13;90500;90500;2002;20020101;2;15;1007;18;64;4
AT13;90500;90500;2002;20020101;2;16;1242;14;12;6
AT13;90500;90500;2002;20020101;2;17;1670;13;8;9
AT13;90600;90600;2002;20020101;1;1;428;33;73;19
AT13;90600;90600;2002;20020101;1;2;453;21;76;18
AT13;90600;90600;2002;20020101;1;3;444;43;71;19
AT13;90600;90600;2002;20020101;1;4;591;37;62;29
AT13;90600;90600;2002;20020101;1;5;649;94;103;38
AT13;90600;90600;2002;20020101;1;6;854;171;91;62
AT13;90600;90600;2002;20020101;1;7;1095;183;112;91
AT13;90600;90600;2002;20020101;1;8;1143;160;108;74
AT13;90600;90600;2002;20020101;1;9;952;113;82;49
AT13;90600;90600;2002;20020101;1;10;795;125;111;36
AT13;90600;90600;2002;20020101;1;11;772;76;119;31
AT13;90600;90600;2002;20020101;1;12;740;35;63;14
AT13;90600;90600;2002;20020101;1;13;621;29;46;9
AT13;90600;90600;2002;20020101;1;14;306;19;22;7
AT13;90600;90600;2002;20020101;1;15;302;7;11;7
AT13;90600;90600;2002;20020101;1;16;275;3;2;6
AT13;90600;90600;2002;20020101;1;17;308;8;2;3
AT13;90600;90600;2002;20020101;2;1;448;35;53;17
AT13;90600;90600;2002;20020101;2;2;415;29;70;13
AT13;90600;90600;2002;20020101;2;3;483;54;63;14
AT13;90600;90600;2002;20020101;2;4;529;44;81;26
AT13;90600;90600;2002;20020101;2;5;635;109;82;41
AT13;90600;90600;2002;20020101;2;6;851;181;108;56
AT13;90600;90600;2002;20020101;2;7;1079;188;93;62
AT13;90600;90600;2002;20020101;2;8;1157;126;82;40
AT13;90600;90600;2002;20020101;2;9;1034;98;66;32
AT13;90600;90600;2002;20020101;2;10;870;63;93;26
AT13;90600;90600;2002;20020101;2;11;843;45;94;11
AT13;90600;90600;2002;20020101;2;12;818;41;43;7
AT13;90600;90600;2002;20020101;2;13;755;22;50;6
AT13;90600;90600;2002;20020101;2;14;428;9;35;13
AT13;90600;90600;2002;20020101;2;15;488;7;14;5
AT13;90600;90600;2002;20020101;2;16;660;9;12;6
AT13;90600;90600;2002;20020101;2;17;986;13;3;5
AT13;90700;90700;2002;20020101;1;1;471;47;91;17
AT13;90700;90700;2002;20020101;1;2;441;29;109;17
AT13;90700;90700;2002;20020101;1;3;457;26;99;24
AT13;90700;90700;2002;20020101;1;4;436;31;105;21
AT13;90700;90700;2002;20020101;1;5;705;67;128;35
AT13;90700;90700;2002;20020101;1;6;902;118;139;52
AT13;90700;90700;2002;20020101;1;7;1240;174;137;83
AT13;90700;90700;2002;20020101;1;8;1135;171;129;69
AT13;90700;90700;2002;20020101;1;9;946;133;111;59
AT13;90700;90700;2002;20020101;1;10;762;111;142;36
AT13;90700;90700;2002;20020101;1;11;678;63;158;28
AT13;90700;90700;2002;20020101;1;12;688;56;81;12
AT13;90700;90700;2002;20020101;1;13;621;21;55;9
AT13;90700;90700;2002;20020101;1;14;298;19;22;5
AT13;90700;90700;2002;20020101;1;15;272;10;17;4
AT13;90700;90700;2002;20020101;1;16;263;3;2;6
AT13;90700;90700;2002;20020101;1;17;287;6;5;4
AT13;90700;90700;2002;20020101;2;1;448;37;79;16
AT13;90700;90700;2002;20020101;2;2;427;47;78;15
AT13;90700;90700;2002;20020101;2;3;427;27;109;17
AT13;90700;90700;2002;20020101;2;4;464;33;99;15
AT13;90700;90700;2002;20020101;2;5;654;82;119;31
AT13;90700;90700;2002;20020101;2;6;939;161;157;55
AT13;90700;90700;2002;20020101;2;7;1190;189;137;65
AT13;90700;90700;2002;20020101;2;8;1088;127;108;46
AT13;90700;90700;2002;20020101;2;9;1055;99;118;34
AT13;90700;90700;2002;20020101;2;10;886;77;138;27
AT13;90700;90700;2002;20020101;2;11;784;44;111;16
AT13;90700;90700;2002;20020101;2;12;817;23;69;14
AT13;90700;90700;2002;20020101;2;13;709;21;41;12
AT13;90700;90700;2002;20020101;2;14;393;15;32;8
AT13;90700;90700;2002;20020101;2;15;445;11;25;6
AT13;90700;90700;2002;20020101;2;16;647;12;14;8
AT13;90700;90700;2002;20020101;2;17;1000;8;6;3
AT13;90800;90800;2002;20020101;1;1;376;28;31;10
AT13;90800;90800;2002;20020101;1;2;390;22;31;10
AT13;90800;90800;2002;20020101;1;3;353;19;32;7
AT13;90800;90800;2002;20020101;1;4;414;23;45;22
AT13;90800;90800;2002;20020101;1;5;542;88;76;41
AT13;90800;90800;2002;20020101;1;6;711;135;63;57
AT13;90800;90800;2002;20020101;1;7;843;146;70;56
AT13;90800;90800;2002;20020101;1;8;792;116;55;43
AT13;90800;90800;2002;20020101;1;9;746;76;64;36
AT13;90800;90800;2002;20020101;1;10;586;53;73;29
AT13;90800;90800;2002;20020101;1;11;569;51;80;13
AT13;90800;90800;2002;20020101;1;12;611;16;40;17
AT13;90800;90800;2002;20020101;1;13;497;23;22;12
AT13;90800;90800;2002;20020101;1;14;270;13;17;11
AT13;90800;90800;2002;20020101;1;15;260;8;9;4
AT13;90800;90800;2002;20020101;1;16;243;6;2;4
AT13;90800;90800;2002;20020101;1;17;273;4;1;4
AT13;90800;90800;2002;20020101;2;1;342;28;31;8
AT13;90800;90800;2002;20020101;2;2;356;13;48;7
AT13;90800;90800;2002;20020101;2;3;347;19;46;15
AT13;90800;90800;2002;20020101;2;4;379;23;37;16
AT13;90800;90800;2002;20020101;2;5;538;116;56;40
AT13;90800;90800;2002;20020101;2;6;731;125;65;40
AT13;90800;90800;2002;20020101;2;7;853;127;53;55
AT13;90800;90800;2002;20020101;2;8;819;110;53;25
AT13;90800;90800;2002;20020101;2;9;834;63;45;20
AT13;90800;90800;2002;20020101;2;10;705;55;68;20
AT13;90800;90800;2002;20020101;2;11;680;30;63;16
AT13;90800;90800;2002;20020101;2;12;714;20;29;10
AT13;90800;90800;2002;20020101;2;13;596;20;17;11
AT13;90800;90800;2002;20020101;2;14;337;12;18;4
AT13;90800;90800;2002;20020101;2;15;441;9;10;7
AT13;90800;90800;2002;20020101;2;16;560;13;6;5
AT13;90800;90800;2002;20020101;2;17;853;7;3;7
AT13;90900;90900;2002;20020101;1;1;586;61;100;30
AT13;90900;90900;2002;20020101;1;2;592;60;101;24
AT13;90900;90900;2002;20020101;1;3;630;37;105;29
AT13;90900;90900;2002;20020101;1;4;681;41;110;64
AT13;90900;90900;2002;20020101;1;5;919;112;159;80
AT13;90900;90900;2002;20020101;1;6;1206;187;170;87
AT13;90900;90900;2002;20020101;1;7;1465;198;162;121
AT13;90900;90900;2002;20020101;1;8;1341;193;142;97
AT13;90900;90900;2002;20020101;1;9;1151;139;136;73
AT13;90900;90900;2002;20020101;1;10;945;132;148;57
AT13;90900;90900;2002;20020101;1;11;909;78;174;36
AT13;90900;90900;2002;20020101;1;12;989;59;97;19
AT13;90900;90900;2002;20020101;1;13;828;28;59;20
AT13;90900;90900;2002;20020101;1;14;459;12;36;10
AT13;90900;90900;2002;20020101;1;15;432;5;17;6
AT13;90900;90900;2002;20020101;1;16;441;12;6;4
AT13;90900;90900;2002;20020101;1;17;494;9;0;3
AT13;90900;90900;2002;20020101;2;1;503;67;106;38
AT13;90900;90900;2002;20020101;2;2;524;52;97;23
AT13;90900;90900;2002;20020101;2;3;577;39;101;20
AT13;90900;90900;2002;20020101;2;4;640;50;97;24
AT13;90900;90900;2002;20020101;2;5;987;179;139;50
AT13;90900;90900;2002;20020101;2;6;1309;202;152;84
AT13;90900;90900;2002;20020101;2;7;1387;219;130;74
AT13;90900;90900;2002;20020101;2;8;1351;157;109;57
AT13;90900;90900;2002;20020101;2;9;1291;109;106;47
AT13;90900;90900;2002;20020101;2;10;1103;89;153;39
AT13;90900;90900;2002;20020101;2;11;1115;67;137;21
AT13;90900;90900;2002;20020101;2;12;1097;47;60;16
AT13;90900;90900;2002;20020101;2;13;1135;19;64;9
AT13;90900;90900;2002;20020101;2;14;576;17;48;11
AT13;90900;90900;2002;20020101;2;15;755;10;33;5
AT13;90900;90900;2002;20020101;2;16;1062;11;9;7
AT13;90900;90900;2002;20020101;2;17;1545;8;6;6
AT13;91000;91000;2002;20020101;1;1;2737;137;596;107
AT13;91000;91000;2002;20020101;1;2;3122;142;677;97
AT13;91000;91000;2002;20020101;1;3;3252;113;562;74
AT13;91000;91000;2002;20020101;1;4;3229;103;500;199
AT13;91000;91000;2002;20020101;1;5;3139;200;767;158
AT13;91000;91000;2002;20020101;1;6;3649;272;921;264
AT13;91000;91000;2002;20020101;1;7;4754;404;941;316
AT13;91000;91000;2002;20020101;1;8;5371;388;922;321
AT13;91000;91000;2002;20020101;1;9;4712;402;687;187
AT13;91000;91000;2002;20020101;1;10;3676;364;796;119
AT13;91000;91000;2002;20020101;1;11;4148;259;721;58
AT13;91000;91000;2002;20020101;1;12;4242;145;384;32
AT13;91000;91000;2002;20020101;1;13;4255;68;271;22
AT13;91000;91000;2002;20020101;1;14;2577;41;173;11
AT13;91000;91000;2002;20020101;1;15;2629;26;103;9
AT13;91000;91000;2002;20020101;1;16;2027;10;30;11
AT13;91000;91000;2002;20020101;1;17;1443;14;10;7
AT13;91000;91000;2002;20020101;2;1;2607;128;543;101
AT13;91000;91000;2002;20020101;2;2;2935;142;601;73
AT13;91000;91000;2002;20020101;2;3;3077;122;505;67
AT13;91000;91000;2002;20020101;2;4;3000;129;470;72
AT13;91000;91000;2002;20020101;2;5;3256;264;757;121
AT13;91000;91000;2002;20020101;2;6;3577;425;818;226
AT13;91000;91000;2002;20020101;2;7;4952;464;779;212
AT13;91000;91000;2002;20020101;2;8;5362;332;609;159
AT13;91000;91000;2002;20020101;2;9;4861;240;541;74
AT13;91000;91000;2002;20020101;2;10;4072;196;608;60
AT13;91000;91000;2002;20020101;2;11;4757;148;554;44
AT13;91000;91000;2002;20020101;2;12;4869;73;308;29
AT13;91000;91000;2002;20020101;2;13;5001;42;226;16
AT13;91000;91000;2002;20020101;2;14;3362;40;161;12
AT13;91000;91000;2002;20020101;2;15;3928;29;101;11
AT13;91000;91000;2002;20020101;2;16;4106;24;36;10
AT13;91000;91000;2002;20020101;2;17;4231;21;7;10
AT13;91100;91100;2002;20020101;1;1;1898;83;217;65
AT13;91100;91100;2002;20020101;1;2;1943;77;258;53
AT13;91100;91100;2002;20020101;1;3;1940;60;223;57
AT13;91100;91100;2002;20020101;1;4;1837;62;208;62
AT13;91100;91100;2002;20020101;1;5;1871;75;264;70
AT13;91100;91100;2002;20020101;1;6;2418;104;306;130
AT13;91100;91100;2002;20020101;1;7;3064;173;336;136
AT13;91100;91100;2002;20020101;1;8;3136;174;332;122
AT13;91100;91100;2002;20020101;1;9;2616;139;245;83
AT13;91100;91100;2002;20020101;1;10;1944;129;242;43
AT13;91100;91100;2002;20020101;1;11;2264;92;214;30
AT13;91100;91100;2002;20020101;1;12;2156;46;128;21
AT13;91100;91100;2002;20020101;1;13;2141;19;94;7
AT13;91100;91100;2002;20020101;1;14;1169;13;57;5
AT13;91100;91100;2002;20020101;1;15;1030;10;32;3
AT13;91100;91100;2002;20020101;1;16;831;4;5;4
AT13;91100;91100;2002;20020101;1;17;574;0;4;3
AT13;91100;91100;2002;20020101;2;1;1797;95;232;63
AT13;91100;91100;2002;20020101;2;2;1797;87;238;54
AT13;91100;91100;2002;20020101;2;3;1709;70;182;47
AT13;91100;91100;2002;20020101;2;4;1766;60;189;41
AT13;91100;91100;2002;20020101;2;5;2036;135;262;69
AT13;91100;91100;2002;20020101;2;6;2436;216;374;120
AT13;91100;91100;2002;20020101;2;7;3139;239;308;113
AT13;91100;91100;2002;20020101;2;8;3023;154;237;87
AT13;91100;91100;2002;20020101;2;9;2585;115;198;47
AT13;91100;91100;2002;20020101;2;10;2058;82;193;30
AT13;91100;91100;2002;20020101;2;11;2615;48;171;17
AT13;91100;91100;2002;20020101;2;12;2377;27;93;15
AT13;91100;91100;2002;20020101;2;13;2329;31;84;6
AT13;91100;91100;2002;20020101;2;14;1398;12;61;7
AT13;91100;91100;2002;20020101;2;15;1520;11;29;6
AT13;91100;91100;2002;20020101;2;16;1507;3;18;8
AT13;91100;91100;2002;20020101;2;17;1544;8;3;3
AT13;91200;91200;2002;20020101;1;1;1485;80;280;51
AT13;91200;91200;2002;20020101;1;2;1566;85;290;32
AT13;91200;91200;2002;20020101;1;3;1677;59;277;30
AT13;91200;91200;2002;20020101;1;4;1599;49;260;92
AT13;91200;91200;2002;20020101;1;5;1786;79;368;120
AT13;91200;91200;2002;20020101;1;6;1939;147;419;179
AT13;91200;91200;2002;20020101;1;7;2407;263;472;190
AT13;91200;91200;2002;20020101;1;8;2691;218;447;180
AT13;91200;91200;2002;20020101;1;9;2463;193;337;102
AT13;91200;91200;2002;20020101;1;10;1979;190;399;63
AT13;91200;91200;2002;20020101;1;11;2054;149;394;32
AT13;91200;91200;2002;20020101;1;12;2009;65;236;29
AT13;91200;91200;2002;20020101;1;13;1927;42;135;16
AT13;91200;91200;2002;20020101;1;14;1119;24;93;9
AT13;91200;91200;2002;20020101;1;15;1167;12;39;8
AT13;91200;91200;2002;20020101;1;16;1020;8;12;5
AT13;91200;91200;2002;20020101;1;17;947;12;2;6
AT13;91200;91200;2002;20020101;2;1;1497;82;271;36
AT13;91200;91200;2002;20020101;2;2;1550;72;274;40
AT13;91200;91200;2002;20020101;2;3;1609;56;221;24
AT13;91200;91200;2002;20020101;2;4;1596;51;242;51
AT13;91200;91200;2002;20020101;2;5;1773;152;360;74
AT13;91200;91200;2002;20020101;2;6;2065;233;410;122
AT13;91200;91200;2002;20020101;2;7;2606;269;366;113
AT13;91200;91200;2002;20020101;2;8;2852;186;270;84
AT13;91200;91200;2002;20020101;2;9;2633;136;246;57
AT13;91200;91200;2002;20020101;2;10;2325;96;320;40
AT13;91200;91200;2002;20020101;2;11;2416;74;298;27
AT13;91200;91200;2002;20020101;2;12;2275;50;162;23
AT13;91200;91200;2002;20020101;2;13;2263;30;128;11
AT13;91200;91200;2002;20020101;2;14;1509;15;95;7
AT13;91200;91200;2002;20020101;2;15;1909;20;60;3
AT13;91200;91200;2002;20020101;2;16;2235;10;24;14
AT13;91200;91200;2002;20020101;2;17;2708;13;11;7
AT13;91300;91300;2002;20020101;1;1;971;72;33;33
AT13;91300;91300;2002;20020101;1;2;1008;45;23;22
AT13;91300;91300;2002;20020101;1;3;1093;36;34;28
AT13;91300;91300;2002;20020101;1;4;1024;32;28;28
AT13;91300;91300;2002;20020101;1;5;992;45;44;28
AT13;91300;91300;2002;20020101;1;6;1042;83;60;38
AT13;91300;91300;2002;20020101;1;7;1482;112;67;74
AT13;91300;91300;2002;20020101;1;8;1656;149;38;71
AT13;91300;91300;2002;20020101;1;9;1463;98;43;53
AT13;91300;91300;2002;20020101;1;10;1155;82;50;34
AT13;91300;91300;2002;20020101;1;11;1327;79;64;19
AT13;91300;91300;2002;20020101;1;12;1587;66;33;18
AT13;91300;91300;2002;20020101;1;13;1662;41;26;9
AT13;91300;91300;2002;20020101;1;14;835;28;18;8
AT13;91300;91300;2002;20020101;1;15;1052;25;8;10
AT13;91300;91300;2002;20020101;1;16;992;11;1;8
AT13;91300;91300;2002;20020101;1;17;973;16;1;2
AT13;91300;91300;2002;20020101;2;1;918;53;24;35
AT13;91300;91300;2002;20020101;2;2;976;50;26;24
AT13;91300;91300;2002;20020101;2;3;947;35;30;24
AT13;91300;91300;2002;20020101;2;4;994;30;27;27
AT13;91300;91300;2002;20020101;2;5;997;72;44;21
AT13;91300;91300;2002;20020101;2;6;1168;164;64;64
AT13;91300;91300;2002;20020101;2;7;1658;183;54;72
AT13;91300;91300;2002;20020101;2;8;1849;147;45;57
AT13;91300;91300;2002;20020101;2;9;1678;98;34;60
AT13;91300;91300;2002;20020101;2;10;1486;92;63;32
AT13;91300;91300;2002;20020101;2;11;1654;83;53;18
AT13;91300;91300;2002;20020101;2;12;1995;65;38;14
AT13;91300;91300;2002;20020101;2;13;1950;44;20;18
AT13;91300;91300;2002;20020101;2;14;1178;18;14;9
AT13;91300;91300;2002;20020101;2;15;1512;16;13;5
AT13;91300;91300;2002;20020101;2;16;1936;20;5;11
AT13;91300;91300;2002;20020101;2;17;2797;20;6;19
AT13;91400;91400;2002;20020101;1;1;1436;96;190;42
AT13;91400;91400;2002;20020101;1;2;1513;82;217;27
AT13;91400;91400;2002;20020101;1;3;1729;66;204;26
AT13;91400;91400;2002;20020101;1;4;1628;60;205;33
AT13;91400;91400;2002;20020101;1;5;1687;75;249;49
AT13;91400;91400;2002;20020101;1;6;1898;148;299;93
AT13;91400;91400;2002;20020101;1;7;2533;213;334;111
AT13;91400;91400;2002;20020101;1;8;2827;198;293;113
AT13;91400;91400;2002;20020101;1;9;2552;183;277;72
AT13;91400;91400;2002;20020101;1;10;2007;152;293;54
AT13;91400;91400;2002;20020101;1;11;2148;136;287;36
AT13;91400;91400;2002;20020101;1;12;2430;73;185;16
AT13;91400;91400;2002;20020101;1;13;2287;45;95;13
AT13;91400;91400;2002;20020101;1;14;1194;24;68;11
AT13;91400;91400;2002;20020101;1;15;1203;9;34;9
AT13;91400;91400;2002;20020101;1;16;1072;12;7;4
AT13;91400;91400;2002;20020101;1;17;1076;13;4;11
AT13;91400;91400;2002;20020101;2;1;1360;76;201;28
AT13;91400;91400;2002;20020101;2;2;1534;72;215;20
AT13;91400;91400;2002;20020101;2;3;1538;53;233;29
AT13;91400;91400;2002;20020101;2;4;1578;55;171;28
AT13;91400;91400;2002;20020101;2;5;1734;125;234;58
AT13;91400;91400;2002;20020101;2;6;2029;213;250;103
AT13;91400;91400;2002;20020101;2;7;2768;249;280;85
AT13;91400;91400;2002;20020101;2;8;3092;221;249;69
AT13;91400;91400;2002;20020101;2;9;2756;146;199;49
